TO,FROM,REASON,SERVER,DATE,CHANNEL,,,,,,,
acidlazzer#5796,iviangita#3204,@Mount Manu@acidlazzer @Zeptimus@griff for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
liviade#1387,iviangita#3204,@Mount Manu@acidlazzer @Zeptimus@griff for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
Zeptimus#3359,iviangita#3204,@Mount Manu@acidlazzer @Zeptimus@griff for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
griff#3281,iviangita#3204,@Mount Manu@acidlazzer @Zeptimus@griff for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,iviangita#3204,@Mount Manu@acidlazzer @Zeptimus@griff for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
eduardovegap#0422,acidlazzer#5796,@Yineisy Mota for a chill talk at TEC lounge! ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,acidlazzer#5796,@Yineisy Mota for a chill talk at TEC lounge! ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
Yineisy Mota#1449,acidlazzer#5796,@Yineisy Mota for a chill talk at TEC lounge! ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Yineisy Mota#1449,for a wonderful Trusted Seed POAP design! Thank you! sparkles seedling ,Commons Stack,Dec-03-2021,🙌praise,,,,,,,
Yineisy Mota#1449,acidlazzer#5796,@Yineisy Mota for the Trusted Seed POAP distribution! And for give me the praise POWER 💪🏽 ,Commons Stack,Dec-03-2021,🙌praise,,,,,,,
Nuggan#5183,metaverde#2503,for another productive CryptoZombies lab. ,Token Engineering Commons,Dec-03-2021,🙏｜praise,,,,,,,
acidlazzer#5796,sidcode#9999,and @Yineisy Mota for the POAP 🙂 ,Commons Stack,Dec-04-2021,🙌praise,,,,,,,
Yineisy Mota#1449,sidcode#9999,and @Yineisy Mota for the POAP 🙂 ,Commons Stack,Dec-04-2021,🙌praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for the action recap presentation where she did a thorough breakdown of a difficult decision ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for her conviction towards addressing the question of when to end Params debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,@Vitor Marthendal for continuing to grind on the dashboard and get the latest updates online ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for continuing to grind on the dashboard and get the latest updates online ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal for continuing to grind on the dashboard and get the latest updates online ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,@Vitor Marthendal for continuing to grind on the dashboard and get the latest updates online ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
sem  🐝#0161,Mount Manu#3530,@sem  🐝 for all the work that they did on Commons Swarm this week ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
elessar.eth#7945,Mount Manu#3530,@sem  🐝 for all the work that they did on Commons Swarm this week ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
bradleyc#3333,Mount Manu#3530,@sem  🐝 for all the work that they did on Commons Swarm this week ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for recording and doing all the (never-ending) behind-the-scenes work ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for crafting the Rewards group manifest ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,"for taking the lead on setting up the Reward board and planning all the preparations for the 1st quantification, which is coming up ",Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,Mount Manu#3530,for continuing to dig deeper into the Discord APIs and build fantastic bots ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
hz#8826,Mount Manu#3530,for setting up the 1Hive Polem Board for us ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nebs#2035,Mount Manu#3530,"for pushing code before the last WG meeting, allowing us to do the demo ",Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
graial#0787,Mount Manu#3530,"for doing behind-the-scenes stuff like tech foundation stuff, testing, and database migrations ",Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,@🐙 octopus for their analysis dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
MS#4235,Mount Manu#3530,@🐙 octopus for their analysis dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
🐙 octopus#5508,Mount Manu#3530,@🐙 octopus for their analysis dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for bringing so many people to our server and guiding them ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
delightfulabyss.eth#3679,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
EdgarWeb3#5783,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
John V#2787,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
NikosamA98#5909,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
PadInLa#7633,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Sapote#7653,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Sohan#2187,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
zadok7.eth#0007,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Terexitarius#4750,Mount Manu#3530,@John V for joining the orientation call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,for the new orientation deck ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for taking time to be present in her situation ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for joining the Community Call and for his amazing Discord profile background ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for hacking on Ostrom’s proposal last night ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for hacking on Ostrom’s proposal last night ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for hacking on Ostrom’s proposal last night ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for being great at prioritizing work & family and being fully present wherever she is ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,for his thoughtful inquiry ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for jumping in here today to start our new WG ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for the last Params Party he gave this week ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for the work he did yesterday on giving great ideas on the spot for how to move forward with the time constraints on our current proposal-making phase ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for all their contributions to the Params Parties ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for all their contributions to the Params Parties ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for all their contributions to the Params Parties ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for all their contributions to the Params Parties ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for all their contributions to the Params Parties ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for updating the TEC Gitcoin Grant ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for all the work he’s doing around T.E.A.M. DAO ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for being an amazing host at Communitas and Orientation ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,@Mount Manu for their contributions on Twitter ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,@Mount Manu for their contributions on Twitter ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,@Mount Manu for their contributions on Twitter ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for their contributions on Twitter ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
natesuits#4789,Mount Manu#3530,for improving the TEC Casino Proposal ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for nailing the metrics for when to shift to the Commons Upgrade ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for nailing the metrics for when to shift to the Commons Upgrade ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for managing the weirdness around the current proposal’s decision-making; for wrangling everybody around a common denominator of a discussion ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
iviangita#3204,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
solsista#5370,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ygg_anderson#4998,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
natesuits#4789,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for joining the meeting that discussed extending the deadline to debate about proposals ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,for rocking it with the dashboard the whole time: you’re amazing ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for jumping right in into the coding of our dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for all the work in Params ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for all the work in Params ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for all the work in Params ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
sem  🐝#0161,Mount Manu#3530,@sem  🐝 for carrying the Commons Swarm forward ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
elessar.eth#7945,Mount Manu#3530,@sem  🐝 for carrying the Commons Swarm forward ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
bradleyc#3333,Mount Manu#3530,@sem  🐝 for carrying the Commons Swarm forward ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for his organizational skills and leadership around the whole Rewards initiative ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for their contributions to the community ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for their contributions to the community ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nebs#2035,Mount Manu#3530,for their contributions to the community ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
MS#4235,Mount Manu#3530,@🐙 octopus for the analysis dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
🐙 octopus#5508,Mount Manu#3530,@🐙 octopus for the analysis dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
metaverde#2503,Mount Manu#3530,for the great Solidity learning groups sessions that they’ve been making ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
billyjitsu#3865,Mount Manu#3530,for the great Solidity learning groups sessions that they’ve been making ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for couch-side chats and for discussing plans for future Params Parties and organizations ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for coming up with all kinds of great management resources that make us reflect on our decisions (and for her great time management skills as well) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for submitting his awesome proposal “1 Million Dollars Gambit Goldilocks Orogeny” ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for coming to all of the calls ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for presenting great params during the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for presenting great params during the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for presenting great params during the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for presenting great params during the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
natesuits#4789,Mount Manu#3530,for asking questions and participating in the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for asking questions and participating in the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for asking questions and participating in the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for asking questions and participating in the Stewards debate call ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,for distributing the Params Party POAPs ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,Mount Manu#3530,for giving a lot of Discord support and even coming in and helping with Giveth ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
freshelle#9882,Mount Manu#3530,for being on top of payments (for the whole ecosystem!) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for jumping into Lauren’s Params Party to cheer her up ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal for crushing through finalizing the dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for crushing through finalizing the dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,@Vitor Marthendal for crushing through finalizing the dashboard ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for being everywhere and for his great energy ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
durgadas#9280,Mount Manu#3530,for all the wisdom that he shares with his comments ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,for the hard work they’re doing with Comms ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for the hard work they’re doing with Comms ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Jolie_Ze#0295,Mount Manu#3530,for their (many) contributions to the community ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Stefano#8400,Mount Manu#3530,for helping in some Gravity coordination stuff ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for helping in some Gravity coordination stuff ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
LinhT.Tran#8783,Mount Manu#3530,for being an experienced mediator and a part of Gravity ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for having come to Colombia and for making an excellent pork that Juanka is still eating ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for all the support that she gives in the community ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
innov8tor3#3988,Mount Manu#3530,for offering to make some transcripts of the Graviton training ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for all the recordings that he does ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for helping Gravity schedule a call with Gitcoin ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for finishing up the Gitcoin Grants R12 updates just in time ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,@Mount Manu for finishing up the Gitcoin Grants R12 updates just in time ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for all the work in the Rewards WG ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,Mount Manu#3530,for all the work in the Rewards WG ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for all the work in the Rewards WG ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,for all the work in the Rewards WG ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for always making us reflect on our community decisions ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for always making us reflect on our community decisions ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for hosting an amazing debate ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for all the efforts in onboarding and the great results ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for all the efforts in onboarding and the great results ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
sem  🐝#0161,Mount Manu#3530,@sem  🐝 for working so hard on the ABC ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
elessar.eth#7945,Mount Manu#3530,@sem  🐝 for working so hard on the ABC ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for spreading the word about the TEC among amazing people ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
EdgarWeb3#5783,Mount Manu#3530,for spreading the word about the TEC among amazing people ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
lEscanore#7764,Mount Manu#3530,for his valuable input in the translations team ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,for his work on Twitter and taking on the analytics corner ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for presenting mind-blowing proposals that educate us all ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for presenting mind-blowing proposals that educate us all ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for presenting mind-blowing proposals that educate us all ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for presenting mind-blowing proposals that educate us all ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for a great AMA on bonding curves ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
JeffEmmett#7202,Mount Manu#3530,for a great AMA on bonding curves ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
JessicaZartler#2263,Mount Manu#3530,for a great AMA on bonding curves ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for their indefatigable support in bringing in so many new people ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for their indefatigable support in bringing in so many new people ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for bringing the Params Party to the Steward Council meeting and for being such a master at it ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
GideonRo#3175,Mount Manu#3530,for articulating so beautifully the TEC onboarding experience ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
UncleBimBim#1401,Mount Manu#3530,for the ideas you’re sharing and for the natural grasp you have on the branding ideas of any topic (even when it’s complex and foreign as the ABC) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
taxil#8577,Mount Manu#3530,for delivering on the ABCY article ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for carrying the torch and providing so much warmth in our community and also for being bold and courageous and venturing out into cool new things ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
metaverde#2503,Mount Manu#3530,for leaving the Cryptozombie course on the TEC Lounge ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,"for voicing reservations and for your willingness to disagreeing, being that constructive criticism is our secret sauce ",Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for hosting an awesome orientation this week and for being the most warmth and welcoming in answering questions and welcoming new users into the right direction ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
zadok7.eth#0007,Mount Manu#3530,for the wonderful conversation you had with delightfulabyss about public goods (who got him really excited) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for her contributions to the Governauts Research Lab (it’s really nice to see someone out there representing TEC) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for the recordings and for the security of knowing that you’re there and you have our virtual back ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for getting us started in calling all quantifiers and for asking great questions ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for being so timely in answering questions (especially those questions where you’re the only knowledge-keeper of) ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for buffing up TEC in other communities with their onboarding ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
billyjitsu#3865,Mount Manu#3530,"for showing to our Community Call, noticing the awesome vibez that we emanate, and being bold enough to dish some praise ",Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for hosting Params Parties and debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for hosting Params Parties and debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for hosting Params Parties and debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for hosting Params Parties and debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for hosting Params Parties and debates ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530, for hosting the ABC AMA ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
JeffEmmett#7202,Mount Manu#3530, for hosting the ABC AMA ,Token Engineering Commons,Dec-04-2021,🙏｜praise,,,,,,,
