TO,FROM,REASON,SERVER,DATE,CHANNEL,,,,,,,
Juankbell#7458,griff#3281,for assembling to support the praisemergency in any way that they could ,Token Engineering Commons,Jun-19-2021,🙏praise,,Juankbell#7458griff#3281for assembling to support the praisemergency in any way that they could Token Engineering CommonsJun-19-2021🙏praise,,,,,
iviangita#3204,griff#3281,for assembling to support the praisemergency in any way that they could ,Token Engineering Commons,Jun-19-2021,🙏praise,,iviangita#3204griff#3281for assembling to support the praisemergency in any way that they could Token Engineering CommonsJun-19-2021🙏praise,,,,,
griff#3281,griff#3281,for assembling to support the praisemergency in any way that they could ,Token Engineering Commons,Jun-19-2021,🙏praise,,griff#3281griff#3281for assembling to support the praisemergency in any way that they could Token Engineering CommonsJun-19-2021🙏praise,,,,,
geleeroyale#3228,griff#3281,for assembling to support the praisemergency in any way that they could ,Token Engineering Commons,Jun-19-2021,🙏praise,,geleeroyale#3228griff#3281for assembling to support the praisemergency in any way that they could Token Engineering CommonsJun-19-2021🙏praise,,,,,
chuygarcia92#6692,griff#3281,for assembling to support the praisemergency in any way that they could ,Token Engineering Commons,Jun-19-2021,🙏praise,,chuygarcia92#6692griff#3281for assembling to support the praisemergency in any way that they could Token Engineering CommonsJun-19-2021🙏praise,,,,,
Zeptimus#3359,iviangita#3204,for joining the Transparency WG call and discussing the next steps for the transparency audit ,Token Engineering Commons,Jun-21-2021,🙏praise,,Zeptimus#3359iviangita#3204for joining the Transparency WG call and discussing the next steps for the transparency audit Token Engineering CommonsJun-21-2021🙏praise,,,,,
nathalia#0926,heater#9765, for the valuable brainstorming sesh today! ,Token Engineering Commons,Jun-21-2021,🙏praise,,nathalia#0926heater#9765 for the valuable brainstorming sesh today! Token Engineering CommonsJun-21-2021🙏praise,,,,,
lEscanore#7764,iviangita#3204,for a productive Twitter sync 🙏🏼 ,Token Engineering Commons,Jun-21-2021,🙏praise,,lEscanore#7764iviangita#3204for a productive Twitter sync 🙏🏼 Token Engineering CommonsJun-21-2021🙏praise,,,,,
iviangita#3204,iviangita#3204,for joining the Transparency WG call and discussing the next steps for the transparency audit ,Token Engineering Commons,Jun-21-2021,🙏praise,,iviangita#3204iviangita#3204for joining the Transparency WG call and discussing the next steps for the transparency audit Token Engineering CommonsJun-21-2021🙏praise,,,,,
iviangita#3204,iviangita#3204,for a productive Twitter sync 🙏🏼 ,Token Engineering Commons,Jun-21-2021,🙏praise,,iviangita#3204iviangita#3204for a productive Twitter sync 🙏🏼 Token Engineering CommonsJun-21-2021🙏praise,,,,,
heater#9765,heater#9765, for the valuable brainstorming sesh today! ,Token Engineering Commons,Jun-21-2021,🙏praise,,heater#9765heater#9765 for the valuable brainstorming sesh today! Token Engineering CommonsJun-21-2021🙏praise,,,,,
eli_#0534,heater#9765, for the valuable brainstorming sesh today! ,Token Engineering Commons,Jun-21-2021,🙏praise,,eli_#0534heater#9765 for the valuable brainstorming sesh today! Token Engineering CommonsJun-21-2021🙏praise,,,,,
eduardovegap#0422,iviangita#3204,for joining the Transparency WG call and discussing the next steps for the transparency audit ,Token Engineering Commons,Jun-21-2021,🙏praise,,eduardovegap#0422iviangita#3204for joining the Transparency WG call and discussing the next steps for the transparency audit Token Engineering CommonsJun-21-2021🙏praise,,,,,
chuygarcia92#6692,iviangita#3204,for joining the Transparency WG call and discussing the next steps for the transparency audit ,Token Engineering Commons,Jun-21-2021,🙏praise,,chuygarcia92#6692iviangita#3204for joining the Transparency WG call and discussing the next steps for the transparency audit Token Engineering CommonsJun-21-2021🙏praise,,,,,
chuygarcia92#6692,iviangita#3204,for a productive Twitter sync 🙏🏼 ,Token Engineering Commons,Jun-21-2021,🙏praise,,chuygarcia92#6692iviangita#3204for a productive Twitter sync 🙏🏼 Token Engineering CommonsJun-21-2021🙏praise,,,,,
akrtws#4246,heater#9765, for the valuable brainstorming sesh today! ,Token Engineering Commons,Jun-21-2021,🙏praise,,akrtws#4246heater#9765 for the valuable brainstorming sesh today! Token Engineering CommonsJun-21-2021🙏praise,,,,,
Zeptimus#3359,liviade#1387,for recording the praise analysis call 🙏 ,Token Engineering Commons,Jun-22-2021,🙏praise,,Zeptimus#3359liviade#1387for recording the praise analysis call 🙏 Token Engineering CommonsJun-22-2021🙏praise,,,,,
Zeptimus#3359,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,Zeptimus#3359karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
Zeptimus#3359,chuygarcia92#6692,@David (please DYOR...) for attending today's Comms WG ,Token Engineering Commons,Jun-22-2021,🙏praise,,Zeptimus#3359chuygarcia92#6692@David (please DYOR...) for attending today's Comms WG Token Engineering CommonsJun-22-2021🙏praise,,,,,
Zeptimus#3359,🐙 octopus#5508,also for working to hand-label the data so we had a well-vetted sample to use. ,Token Engineering Commons,Jun-22-2021,🙏praise,,Zeptimus#3359🐙 octopus#5508also for working to hand-label the data so we had a well-vetted sample to use. Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,Suga#8514,@🐙 octopus - ALL THE PRAISE for praise analysis badasserie. ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998Suga#8514@🐙 octopus - ALL THE PRAISE for praise analysis badasserie. Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,liviade#1387,for the incredible intervention dashboard! ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998liviade#1387for the incredible intervention dashboard! Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,liviade#1387,for quickly adding the wage deduction variable to the dashboard last night! ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998liviade#1387for quickly adding the wage deduction variable to the dashboard last night! Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,liviade#1387,for helping SO much to organize the decision making space of the Impact Hour intervention process ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998liviade#1387for helping SO much to organize the decision making space of the Impact Hour intervention process Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,🐙 octopus#5508,for mentoring me on data science vs. mathematics and Commons vs. academia. ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998🐙 octopus#5508for mentoring me on data science vs. mathematics and Commons vs. academia. Token Engineering CommonsJun-22-2021🙏praise,,,,,
ygg_anderson#4998,🐙 octopus#5508,and for expanding my vision about the communication of results through the Dashboard. ,Token Engineering Commons,Jun-22-2021,🙏praise,,ygg_anderson#4998🐙 octopus#5508and for expanding my vision about the communication of results through the Dashboard. Token Engineering CommonsJun-22-2021🙏praise,,,,,
Vyvy-vi#5040,🐙 octopus#5508,for working to hand-label the data so we had a well-vetted sample to use. ,Token Engineering Commons,Jun-22-2021,🙏praise,,Vyvy-vi#5040🐙 octopus#5508for working to hand-label the data so we had a well-vetted sample to use. Token Engineering CommonsJun-22-2021🙏praise,,,,,
Vitor Marthendal#0090,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,Vitor Marthendal#0090karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
Tam2140#9361,liviade#1387,for helping SO much to organize the decision making space of the Impact Hour intervention process ,Token Engineering Commons,Jun-22-2021,🙏praise,,Tam2140#9361liviade#1387for helping SO much to organize the decision making space of the Impact Hour intervention process Token Engineering CommonsJun-22-2021🙏praise,,,,,
Tam2140#9361,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,Tam2140#9361liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
Tam2140#9361,🐙 octopus#5508,for working to hand-label the data so we had a well-vetted sample to use. ,Token Engineering Commons,Jun-22-2021,🙏praise,,Tam2140#9361🐙 octopus#5508for working to hand-label the data so we had a well-vetted sample to use. Token Engineering CommonsJun-22-2021🙏praise,,,,,
Suga#8514,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,Suga#8514liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
Suga#8514,chuygarcia92#6692,@David (please DYOR...) for attending today's Comms WG ,Token Engineering Commons,Jun-22-2021,🙏praise,,Suga#8514chuygarcia92#6692@David (please DYOR...) for attending today's Comms WG Token Engineering CommonsJun-22-2021🙏praise,,,,,
solsista#5370,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,solsista#5370liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
sem  🐝#0161,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,sem  🐝#0161liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
sem  🐝#0161,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,sem  🐝#0161karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
Nuggan#5183,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,Nuggan#5183karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
nathalia#0926,Juankbell#7458,and for the valuable sessions today! This is a praise from Angela 🙂 ,Token Engineering Commons,Jun-22-2021,🙏praise,,nathalia#0926Juankbell#7458and for the valuable sessions today! This is a praise from Angela 🙂 Token Engineering CommonsJun-22-2021🙏praise,,,,,
natesuits#4789,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,natesuits#4789liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
natesuits#4789,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,natesuits#4789karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
natesuits#4789,chuygarcia92#6692,@David (please DYOR...) for attending today's Comms WG ,Token Engineering Commons,Jun-22-2021,🙏praise,,natesuits#4789chuygarcia92#6692@David (please DYOR...) for attending today's Comms WG Token Engineering CommonsJun-22-2021🙏praise,,,,,
metaverde#2503,chuygarcia92#6692,@David (please DYOR...) for attending today's Comms WG ,Token Engineering Commons,Jun-22-2021,🙏praise,,metaverde#2503chuygarcia92#6692@David (please DYOR...) for attending today's Comms WG Token Engineering CommonsJun-22-2021🙏praise,,,,,
maghaali#6154,Suga#8514,@🐙 octopus - ALL THE PRAISE for praise analysis badasserie. ,Token Engineering Commons,Jun-22-2021,🙏praise,,maghaali#6154Suga#8514@🐙 octopus - ALL THE PRAISE for praise analysis badasserie. Token Engineering CommonsJun-22-2021🙏praise,,,,,
maghaali#6154,liviade#1387,for the incredible intervention dashboard! ,Token Engineering Commons,Jun-22-2021,🙏praise,,maghaali#6154liviade#1387for the incredible intervention dashboard! Token Engineering CommonsJun-22-2021🙏praise,,,,,
maghaali#6154,🐙 octopus#5508,and for expanding my vision about the communication of results through the Dashboard. ,Token Engineering Commons,Jun-22-2021,🙏praise,,maghaali#6154🐙 octopus#5508and for expanding my vision about the communication of results through the Dashboard. Token Engineering CommonsJun-22-2021🙏praise,,,,,
liviade#1387,🐙 octopus#5508,for working to hand-label the data so we had a well-vetted sample to use. ,Token Engineering Commons,Jun-22-2021,🙏praise,,liviade#1387🐙 octopus#5508for working to hand-label the data so we had a well-vetted sample to use. Token Engineering CommonsJun-22-2021🙏praise,,,,,
Letty#5399,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,Letty#5399liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
karmaticacid#1218,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,karmaticacid#1218karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
Juankbell#7458,Zeptimus#3359,"for his huge help on NVC, thanks buddy🧡 ",Token Engineering Commons,Jun-22-2021,🙏praise,,"Juankbell#7458Zeptimus#3359for his huge help on NVC, thanks buddy🧡 Token Engineering CommonsJun-22-2021🙏praise",,,,,
Juankbell#7458,liviade#1387,@sem  🐝 for sharing your opinions in the Praise Analysis call! ,Token Engineering Commons,Jun-22-2021,🙏praise,,Juankbell#7458liviade#1387@sem  🐝 for sharing your opinions in the Praise Analysis call! Token Engineering CommonsJun-22-2021🙏praise,,,,,
Juankbell#7458,karmaticacid#1218,@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade ,Token Engineering Commons,Jun-22-2021,🙏praise,,Juankbell#7458karmaticacid#1218@sem  🐝 @Vitor Marthendal for joining TEC params sync and contributing to commons upgrade Token Engineering CommonsJun-22-2021🙏praise,,,,,
Juankbell#7458,chuygarcia92#6692,@David (please DYOR...) for attending today's Comms WG ,Token Engineering Commons,Jun-22-2021,🙏praise,,Juankbell#7458chuygarcia92#6692@David (please DYOR...) for attending today's Comms WG Token Engineering CommonsJun-22-2021🙏praise,,,,,
Juankbell#7458,🐙 octopus#5508,for working to hand-label the data so we had a well-vetted sample to use. ,Token Engineering Commons,Jun-22-2021,🙏praise,,Juankbell#7458🐙 octopus#5508for working to hand-label the data so we had a well-vetted sample to use. Token Engineering CommonsJun-22-2021🙏praise,,,,,
JessicaZartler#2263,liviade#1387,for helping SO much to organize the decision making space of the Impact Hour intervention process ,Token Engineering Commons,Jun-22-2021,🙏praise,,JessicaZartler#2263liviade#1387for helping SO much to organize the decision making space of the Impact Hour intervention process Token Engineering CommonsJun-22-2021🙏praise,,,,,
